id,tweet,subtask_a,tweet_cleaned
25138,"#BREAKING: #ChristineBlasey Ford Published Eight studies about #Abortion Pill"" and Works for Company that Produces It  URL   #CorceptTherapeutics Inc.  $CORT #RU486 #Liberals  #Kavanaugh v #CORT #RoevWade #KavanaughConfirmation  @USER @USER URL",NOT,ford published eight studies about  pill and works for company that produces it      inc  cort     v
15866,#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK,OFF,low pay   lack of housing wages falling  unaffordable rents  crisis crap railways empty shops  no deal exit from eu     in just 8 short years the  have completely fucked the uk
91659,"#YehUnDinonKiBaatHai i have a special corner for people who define simplicity is the real beauty and after a long time, there is @USER among so many actresses who is personifying this in true sense.   She is just so stunning naturally.❤️💕 URL",NOT,i have a special corner for people who define simplicity is the real beauty and after a long time there is  among so many actresses who is personifying this in true sense   she is just so stunning naturally
30657,10 minutes in to Instinct and I love it #AlanCummings #Instinct #Intriguing,NOT,10 minutes in to instinct and i love it
57185,"@USER #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti URL",OFF,are afraid justice is coming  is a scam just like the
33172,@USER @USER @USER @USER @USER Look no further than Chicago or Baltimore as examples of strict gun control laws NOT being effective.,NOT,look no further than chicago or baltimore as examples of strict gun control laws not being effective
71506,#WeLoveSergioBecause he is a angel and is so pure and so sweet and loves and supports us as much as we love and support him not to mention he is the dancing KING in irl. Love you seg 💓 @USER URL,NOT,he is a angel and is so pure and so sweet and loves and supports us as much as we love and support him not to mention he is the dancing king in irl love you seg
49079,"#Republican #DevinNunes Says Liberals, Antifa Are ‘Causing All of These Riots’ Because ‘We're Winning’ - Newsweek URL",NOT,says liberals antifa are ‘causing all of these riots’ because ‘were winning’  newsweek
91430,"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻",OFF,3 days before bbc radio 2’s festival in a day they decide to tell us that their headline act isn’t coming anymore thanks a lot now i’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me
29203,#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good,OFF,trump needs to go because he is a danger to the country and the world  any way we can get rid of him is good
66750,"#ConstitutionalDecay isn’t an abstraction. It manifests in every debate where words written in 1787 fall short of providing a useful or relevant framework in 2018. It’s at the root of issues as diverse as gun control, abortion, data privacy, and healthcare. For instance, 8/",NOT,isn’t an abstraction it manifests in every debate where words written in 1787 fall short of providing a useful or relevant framework in 2018 it’s at the root of issues as diverse as gun control abortion data privacy and healthcare for instance 8
27913,"@USER #DavidHogg, you're nobody.",OFF,youre nobody
94816,@USER And she is a sweetheart.  I hope she gets well soon. Be patient and strong Mr. Capullo.,NOT,and she is a sweetheart  i hope she gets well soon be patient and strong mr capullo
54004,"#BBCbias   #wato   Conservatives built more than twice as much council housing as Labour, who wrecked the economy and almost bankrupted the country ! URL",NOT,conservatives built more than twice as much council housing as labour who wrecked the economy and almost bankrupted the country
41609,@USER Chicago's gun control is so effective it's eliminated crime completely.  Not.,NOT,chicagos gun control is so effective its eliminated crime completely  not
74157,11:11 @USER follows me!,NOT,1111  follows me
65187,"#Room25 is actually incredible, Noname is the shit, always has been,  and I’m seein her in like 5 days in Melbourne. Life is good. Have a nice day.",NOT,is actually incredible noname is the shit always has been  and i’m seein her in like 5 days in melbourne life is good have a nice day
42656,#CNN irrationally argues 4 legalising #abortion in #Ireland based on the murder of an infant in 1984. #Liberals can't think #Savethe8th #8thAmendment #8thref #ccot #PJNET #tcot URL #BlueWave #conservatives #teaparty #LovethemBoth Don't #Repealthe8th URL,NOT,irrationally argues 4 legalising  in  based on the murder of an infant in 1984  cant think            dont
53325,"28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup",OFF,28 27 25 and 21 but like it’s still really miserable and unpleasant for us and like they even told me how they weren’t happy and would have got divorced before i was even born so i’m like cool cool i was literally born into hatred that’s awesome no wonder i’m such a fuckup
48503,"#RosieRules #FanClub  Rosie: “Never fails. No matter where I go or where Mom takes me, the fan club starts to follow. Mom pets and talks to all of them so they think she is pretty cool. Wait til they figure out it is Dad who has mints in his pockets 😂” URL",NOT,rosie “never fails no matter where i go or where mom takes me the fan club starts to follow mom pets and talks to all of them so they think she is pretty cool wait til they figure out it is dad who has mints in his pockets ”
36871,@USER @USER Awe cute he is cute,NOT,awe cute he is cute
10417,"#VaginalDavis is a radical performer, educator, and artist who embraces life at the margins of multiple identities. She is an intersex “terrorist drag” queen of Black Creole, Mexican, and German Jewish roots born in Los Angeles, CA sometime around the 60s!",NOT,is a radical performer educator and artist who embraces life at the margins of multiple identities she is an intersex “terrorist drag” queen of black creole mexican and german jewish roots born in los angeles ca sometime around the 60s
10611,@USER @USER She is literally everything 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,NOT,she is literally everything
66771,@USER Ah it's a she and she is called George 🐅🐅🐅🐅🐅🐅,NOT,ah its a she and she is called george
23461,"#MyUniqueHeritage  I have a separate family tree just for personalities, but I haven’t made it past my mom yet.",NOT,i have a separate family tree just for personalities but i haven’t made it past my mom yet
71455,"#WednesdayWisdom #loveLibraries #Lovetoread Share with us, what you are reading this Wednesday? URL",NOT,share with us what you are reading this wednesday
46410,"#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz",OFF,deracist as bad a choice as he is he “distanced” himself from the prez’s comments today questioning any deaths in puerto rico from hurricane maria
48142,@USER #Google is awesome,NOT,is awesome
58191,"#Kavanaugh #ProfessorChristineFord This started a story he said, she said. Now it's become Liberals vs Conservatives URL",NOT,this started a story he said she said now its become liberals vs conservatives
65968,"#Groomhaircuts : Hmmn hm, nutten nuh change, but the #Weather..    #LastLeg..#WaveCuts #YouthCuts #StraightRazors #Snip💇🤵🏿🤵🏼🤵🏿🤵🏽💆🔥🔥 #Groom🇯🇲📲 #7sBarbershop #SouthOrangeVillage URL",NOT,hmmn hm nutten nuh change but the
26072,0-1 lost my acca on the first fucking fight cba,OFF,01 lost my acca on the first fucking fight cba
16856,@USER @USER I'll use that one the next time im in a gun control debate or in a debate about free speech or taxes. Yes you can choose to be irresponsible or choose not to be. I argue responsible. Whats wrong with that? Don't justify murder by saying it was never alive or its my right.,OFF,ill use that one the next time im in a gun control debate or in a debate about free speech or taxes yes you can choose to be irresponsible or choose not to be i argue responsible whats wrong with that dont justify murder by saying it was never alive or its my right
89200,@USER @USER Who the hell does he think he is?,OFF,who the hell does he think he is
