id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
93858,#Trumpwashing and US liberals' historical amnesia are the real definition of Trump Derangement Syndrome... URL,OFF,TIN,IND,IND,,and us liberals historical amnesia are the real definition of trump derangement syndrome
96485,@USER Of course she is.,NOT,,,,,of course she is
34448,@USER Of course it does. But they weren't interested to him. Domestic abuse is still domestic abuse. So I hope you didn't use this fake rumor just to shit on the habs and that you actually care about domestic abuse.,OFF,UNT,,,,of course it does but they werent interested to him domestic abuse is still domestic abuse so i hope you didnt use this fake rumor just to shit on the habs and that you actually care about domestic abuse
48651,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like antifa? Using the exact same tactics the brown shirts used to bring Hitler to power?,NOT,,,,,you mean like antifa using the exact same tactics the brown shirts used to bring hitler to power
63932,@USER sounds like me :Ddd,NOT,,,,,sounds like me ddd
67473,"@USER @USER Her friends. Probably liberals also, so I would imagine they are willing to lie to undermine the nomination. Sure, she told us months ago""""",NOT,,,,,her friends probably liberals also so i would imagine they are willing to lie to undermine the nomination sure she told us months ago
41668,@USER Her brain is still somewhere lost in The Matrix... Then again Liberals are just plain delusional no matter what. 👊 URL,OFF,TIN,IND,IND,,her brain is still somewhere lost in the matrix then again liberals are just plain delusional no matter what
18975,@USER The Pyro from tf2? :0c,NOT,,,,,the pyro from tf2 0c
70209,@USER Talk to her. Get to know who she is,NOT,,,,,talk to her get to know who she is
54474,@USER @USER You are asking for evidence to prove that it wasn’t a double standard and then excuse it before you see the evidence. I’ve watched tennis for years. I already know a double standard exists. I don’t know how you can question it.,NOT,,,,,you are asking for evidence to prove that it wasn’t a double standard and then excuse it before you see the evidence i’ve watched tennis for years i already know a double standard exists i don’t know how you can question it
33032,@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifa’s ass.  #BackTheBlue 💙🖤 #gettough,OFF,TIN,GRP,OTH,GRP,american terrorists we need strict punishment for these lawless thugs stop powdering antifa’s ass
75186,@USER @USER should be returning punts in my opinion. He is 💰,NOT,,,,,should be returning punts in my opinion he is
43905,@USER @USER Exactly! You have shined a light on the core issue. And I have been saying this for years to deaf ears. Conservatives have to start supporting conservative voices and messages in the arts. Until then they will always be fighting from a defensive position.,NOT,,,,,exactly you have shined a light on the core issue and i have been saying this for years to deaf ears conservatives have to start supporting conservative voices and messages in the arts until then they will always be fighting from a defensive position
88990,"@USER @USER that's always been the critique to be honest--hence the champagne socialist"" or ""privileged white antifa"" tropes""",NOT,,,,,thats always been the critique to be honesthence the champagne socialist or privileged white antifa tropes
22157,"@USER @USER @USER @USER So handsome you are! I think people should donate the  shoes to our homeless veterans and other homeless Americans, after they sew a no"" circle over the emblem.""",NOT,,,,,so handsome you are i think people should donate the  shoes to our homeless veterans and other homeless americans after they sew a no circle over the emblem
75614,@USER @USER @USER Sanchez sucks. He is killing this Team IMO.,OFF,TIN,IND,IND,,sanchez sucks he is killing this team imo
68134,"@USER @USER @USER @USER @USER @USER @USER Funny how 50s-70s weren't all that great"" for black ppl, poc, women...  maga wants to pretend there was this magical time, read all white &amp; men ""ruled"".   Irony is it wasnt even great for a lot of them if they werent rich. That whole draft into war thing for one.""",NOT,,,,,funny how 50s70s werent all that great for black ppl poc women  maga wants to pretend there was this magical time read all white  men ruled   irony is it wasnt even great for a lot of them if they werent rich that whole draft into war thing for one
61195,@USER @USER There is help for your mental illness.  Good grief you liberals are seriously disturbed.,OFF,TIN,GRP,OTH,GRP,there is help for your mental illness  good grief you liberals are seriously disturbed
34401,@USER @USER @USER There were bad people on both sides.  Or do you support Antifa?,NOT,,,,,there were bad people on both sides  or do you support antifa
87488,@USER the dopest most illest female artist ever! That's fucken queen right there hands down!!! Try to argue widdit😋😘,OFF,UNT,,,,the dopest most illest female artist ever thats fucken queen right there hands down try to argue widdit
19721,@USER @USER Pay your back taxes yet ? Still have armed private security even after you screamed about gun control ? Your husband still talk to Harvey everyday ? Move out of your glass house ?,NOT,,,,,pay your back taxes yet  still have armed private security even after you screamed about gun control  your husband still talk to harvey everyday  move out of your glass house
58969,@USER Real victims of sexual assault/harassment see how liberals are politicizing this horrendous act of betrayal. It makes me so angry. I was a victim. But not to remember details? I call BS. PTSD still effects me to this day 42 years later &amp; 20+ yrs of counselling. Ask my husband.,NOT,,,,,real victims of sexual assaultharassment see how liberals are politicizing this horrendous act of betrayal it makes me so angry i was a victim but not to remember details i call bs ptsd still effects me to this day 42 years later  20 yrs of counselling ask my husband
59621,@USER Your husband is loosing it. He is fat and crooked and fake. Throwing paper towels!!  He has lost his grip on reality. I don’t know how you can help him. He needs lots of help.,OFF,TIN,IND,IND,,your husband is loosing it he is fat and crooked and fake throwing paper towels  he has lost his grip on reality i don’t know how you can help him he needs lots of help
31243,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER shana tova my #Antifa warrior friends. 24-7-365  ::  'LIVE' Jerusalem WEBCAM --- TEMPLE MOUNT URL,NOT,,,,,shana tova my  warrior friends 247365    live jerusalem webcam  temple mount
39196,"@USER All this is common sense as long as you aren't throwing bottles and M80's at civilians like all the dumbasses at antifa protests.""  The whole ""violence is sometimes necessary,"" idea that antifa and BLM and communists spread, is retarded y'all...  You're kill civilians dummies...""",NOT,,,,,all this is common sense as long as you arent throwing bottles and m80s at civilians like all the dumbasses at antifa protests  the whole violence is sometimes necessary idea that antifa and blm and communists spread is retarded yall  youre kill civilians dummies
88262,@USER He didn't just lose his talent. He battled demons &amp; played on an embarrassment of a franchise. He is now in an ideal situation. I believe he is still an elite WR but I guess only time will tell.,NOT,,,,,he didnt just lose his talent he battled demons  played on an embarrassment of a franchise he is now in an ideal situation i believe he is still an elite wr but i guess only time will tell
42048,#wilson  You are the love of my life! #SonnyKiriakis #WillHorton #FreddieSmith #ChandlerMassey #Days I'm so happy with #Days right now. URL,NOT,,,,,you are the love of my life      im so happy with  right now
55287,"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."" URL",OFF,TIN,GRP,OTH,GRP,it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government
